,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
11,age,ist ,fan,Ventilator,furniture,old,alt,0.5,14,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
12,shape,ist ,desk,Schreibtisch,furniture,square,quadratisch,0.0,15,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
13,nationality,ist nicht,chair,Stuhl,furniture,American,americanisch,0.0,16,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
14,shape,ist ,banana,Banane,food,round,rund,0.0,17,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
15,size,ist ,desk,Schreibtisch,furniture,tiny,winzig,1.0,18,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
16,color,ist ,cheese,K&auml;se,food,purple,purpur,0.27,19,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
17,color,ist nicht,apple,Apfel,food,red,rot,0.25,20,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
18,age,ist ,carrot,Karotte,food,fresh,frisch,0.0,21,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
19,color,ist ,desk,Schreibtisch,furniture,blue,blau,0.25,22,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
20,size,ist nicht,couch,Couch,furniture,huge,riesig,1.0,23,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
21,size,ist ,cheese,K&auml;se,food,small,klein,1.0,24,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
22,age,ist ,desk,Schreibtisch,furniture,rotten,faul,0.52,25,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
23,size,ist ,banana,Banane,food,long,lang,1.0,26,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
24,size,ist nicht,carrot,Karotte,food,short,kurz,1.0,27,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
25,size,ist nicht,carrot,Karotte,food,big,gro&szlig;,1.0,28,Deutsch,29,Female,2,"Wenn ich in der Umfrage nicht eindeutig rechts oder links ans Ende der Skala gegangen bin, fand ich andere Gründe, außer ""Ansichtssache"", die eine eindeutige Entscheidung einer Person ausschlossen. Bei Farben beispielsweise Farbenblindheit. Ich hoffe, dass dies eine der Absichten der Umfrage war.",Chrome,Windows,1080,1920,9.262716666666666,37,Yes
0,size,ist nicht,desk,Schreibtisch,furniture,tiny,winzig,1.0,3,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
1,nationality,ist nicht,desk,Schreibtisch,furniture,German,deutsch,0.1,4,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
2,quality,ist ,apple,Apfel,food,good,gut,1.0,5,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
3,size,ist ,apple,Apfel,food,huge,riesig,1.0,6,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
4,quality,ist nicht,carrot,Karotte,food,bad,schlecht,1.0,7,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
5,age,ist nicht,chair,Stuhl,furniture,rotten,faul,0.0,8,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
6,nationality,ist ,TV,Fernsehen,furniture,American,americanisch,1.0,9,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
7,age,ist ,apple,Apfel,food,new,neu,0.21,10,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
8,color,ist nicht,tomato,Tomate,food,blue,blau,1.0,11,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
9,color,ist nicht,cheese,K&auml;se,food,green,gr&uuml;n,1.0,12,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
10,nationality,ist ,banana,Banane,food,French,franz&ouml;sisch,0.0,13,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
11,color,ist ,TV,Fernsehen,furniture,purple,purpur,0.0,14,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
12,shape,ist nicht,TV,Fernsehen,furniture,square,quadratisch,0.0,15,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
13,size,ist ,TV,Fernsehen,furniture,big,gro&szlig;,0.0,16,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
14,color,ist nicht,cheese,K&auml;se,food,yellow,gelb,1.0,17,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
15,age,ist ,apple,Apfel,food,old,alt,1.0,18,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
16,age,ist ,cheese,K&auml;se,food,fresh,frisch,1.0,19,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
17,texture,ist ,fan,Ventilator,furniture,soft,weich,0.0,20,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
18,size,ist ,banana,Banane,food,short,kurz,1.0,21,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
19,texture,ist nicht,apple,Apfel,food,hard,hart,1.0,22,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
20,size,ist ,TV,Fernsehen,furniture,long,lang,0.0,23,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
21,texture,ist ,tomato,Tomate,food,smooth,glatt,1.0,24,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
22,color,ist nicht,cheese,K&auml;se,food,brown,braun,1.0,25,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
23,shape,ist ,chair,Stuhl,furniture,round,rund,0.0,26,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
24,size,ist ,tomato,Tomate,food,small,klein,1.0,27,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
25,color,ist nicht,banana,Banane,food,red,rot,0.6,28,Deutsch,18,Male,2,,Chrome,Mac,900,1440,6.088066666666666,38,Yes
0,nationality,ist ,carrot,Karotte,food,American,americanisch,0.01,3,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
1,size,ist ,tomato,Tomate,food,big,gro&szlig;,0.85,4,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
2,nationality,ist nicht,tomato,Tomate,food,German,deutsch,0.02,5,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
3,color,ist nicht,cheese,K&auml;se,food,green,gr&uuml;n,0.12,6,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
4,quality,ist ,carrot,Karotte,food,good,gut,0.87,7,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
5,size,ist nicht,carrot,Karotte,food,long,lang,0.48,8,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
6,shape,ist nicht,cheese,K&auml;se,food,square,quadratisch,0.0,9,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
7,size,ist nicht,banana,Banane,food,huge,riesig,0.49,10,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
8,color,ist nicht,carrot,Karotte,food,blue,blau,0.02,11,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
9,size,ist ,chair,Stuhl,furniture,short,kurz,0.49,12,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
10,color,ist nicht,carrot,Karotte,food,red,rot,0.02,13,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
11,nationality,ist ,couch,Couch,furniture,French,franz&ouml;sisch,0.03,14,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
12,texture,ist nicht,carrot,Karotte,food,hard,hart,0.05,15,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
13,color,ist nicht,cheese,K&auml;se,food,purple,purpur,0.01,16,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
14,size,ist ,cheese,K&auml;se,food,small,klein,0.49,17,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
15,color,ist nicht,TV,Fernsehen,furniture,yellow,gelb,0.0,18,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
16,shape,ist ,couch,Couch,furniture,round,rund,0.02,19,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
17,age,ist nicht,desk,Schreibtisch,furniture,new,neu,0.75,20,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
18,size,ist ,cheese,K&auml;se,food,tiny,winzig,0.52,21,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
19,age,ist nicht,couch,Couch,furniture,rotten,faul,0.31,22,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
20,color,ist nicht,tomato,Tomate,food,brown,braun,0.02,23,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
21,quality,ist ,carrot,Karotte,food,bad,schlecht,0.62,24,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
22,texture,ist nicht,apple,Apfel,food,soft,weich,0.77,25,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
23,age,ist nicht,banana,Banane,food,fresh,frisch,0.33,26,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
24,age,ist nicht,fan,Ventilator,furniture,old,alt,0.7,27,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
25,texture,ist ,carrot,Karotte,food,smooth,glatt,0.5,28,Deutsch,32,Male,3,,Chrome,Windows,1080,1920,11.778116666666667,39,Yes
0,nationality,ist ,tomato,Tomate,food,German,deutsch,0.23,3,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
1,age,ist nicht,carrot,Karotte,food,fresh,frisch,0.2,4,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
2,size,ist nicht,banana,Banane,food,long,lang,0.23,5,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
3,quality,ist nicht,couch,Couch,furniture,bad,schlecht,0.22,6,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
4,texture,ist nicht,tomato,Tomate,food,hard,hart,0.24,7,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
5,size,ist ,fan,Ventilator,furniture,small,klein,0.21,8,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
6,shape,ist nicht,couch,Couch,furniture,square,quadratisch,0.21,9,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
7,texture,ist ,tomato,Tomate,food,smooth,glatt,0.05,10,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
8,size,ist ,TV,Fernsehen,furniture,tiny,winzig,0.34,11,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
9,size,ist ,chair,Stuhl,furniture,huge,riesig,0.32,12,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
10,color,ist ,cheese,K&auml;se,food,green,gr&uuml;n,0.65,13,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
11,age,ist ,carrot,Karotte,food,new,neu,0.55,14,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
12,color,ist nicht,banana,Banane,food,brown,braun,0.28,15,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
13,nationality,ist nicht,TV,Fernsehen,furniture,American,americanisch,0.89,16,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
14,age,ist ,banana,Banane,food,rotten,faul,0.9,17,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
15,color,ist ,tomato,Tomate,food,yellow,gelb,0.72,18,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
16,texture,ist ,carrot,Karotte,food,soft,weich,0.49,19,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
17,nationality,ist nicht,carrot,Karotte,food,French,franz&ouml;sisch,0.19,20,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
18,shape,ist ,fan,Ventilator,furniture,round,rund,0.17,21,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
19,quality,ist nicht,TV,Fernsehen,furniture,good,gut,0.2,22,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
20,color,ist ,fan,Ventilator,furniture,red,rot,0.19,23,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
21,size,ist nicht,tomato,Tomate,food,big,gro&szlig;,0.24,24,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
22,age,ist nicht,couch,Couch,furniture,old,alt,0.56,25,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
23,color,ist nicht,apple,Apfel,food,blue,blau,0.47,26,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
24,color,ist ,couch,Couch,furniture,purple,purpur,0.64,27,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
25,size,ist nicht,couch,Couch,furniture,short,kurz,0.79,28,Deutsch,19,Male,2,Bitte belegen Sie einen Kurs in der Deutschen Rechtschreibung oder lassen Sie sich beim nächsten mal von einem Muttersprachler helfen ;),Firefox,Windows,864,1536,6.9471,40,Yes
0,shape,ist nicht,desk,Schreibtisch,furniture,round,rund,0.12,3,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
1,color,ist nicht,TV,Fernsehen,furniture,brown,braun,0.21,4,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
2,nationality,ist ,chair,Stuhl,furniture,German,deutsch,0.64,5,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
3,size,ist nicht,TV,Fernsehen,furniture,short,kurz,0.71,6,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
4,color,ist ,tomato,Tomate,food,red,rot,0.53,7,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
5,size,ist nicht,carrot,Karotte,food,small,klein,0.73,8,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
6,age,ist nicht,chair,Stuhl,furniture,old,alt,0.88,9,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
7,age,ist nicht,cheese,K&auml;se,food,rotten,faul,0.71,10,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
8,age,ist nicht,fan,Ventilator,furniture,fresh,frisch,0.73,11,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
9,quality,ist nicht,apple,Apfel,food,good,gut,0.91,12,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
10,nationality,ist nicht,desk,Schreibtisch,furniture,French,franz&ouml;sisch,0.42,13,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
11,size,ist ,couch,Couch,furniture,long,lang,0.72,14,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
12,texture,ist nicht,tomato,Tomate,food,soft,weich,0.43,15,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
13,color,ist nicht,fan,Ventilator,furniture,blue,blau,0.38,16,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
14,size,ist nicht,tomato,Tomate,food,tiny,winzig,0.38,17,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
15,size,ist nicht,tomato,Tomate,food,huge,riesig,0.16,18,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
16,texture,ist ,cheese,K&auml;se,food,hard,hart,0.4,19,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
17,color,ist nicht,couch,Couch,furniture,purple,purpur,0.48,20,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
18,age,ist nicht,tomato,Tomate,food,new,neu,0.62,21,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
19,texture,ist ,desk,Schreibtisch,furniture,smooth,glatt,0.42,22,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
20,color,ist ,chair,Stuhl,furniture,yellow,gelb,0.49,23,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
21,shape,ist nicht,desk,Schreibtisch,furniture,square,quadratisch,0.12,24,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
22,size,ist ,couch,Couch,furniture,big,gro&szlig;,0.61,25,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
23,nationality,ist nicht,desk,Schreibtisch,furniture,American,americanisch,0.76,26,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
24,color,ist ,desk,Schreibtisch,furniture,green,gr&uuml;n,0.3,27,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
25,quality,ist ,banana,Banane,food,bad,schlecht,0.63,28,Deutsch,33,Male,3,,Chrome,Linux,786,393,3.6593333333333335,41,Yes
0,size,ist ,TV,Fernsehen,furniture,long,lang,0.77,3,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
1,texture,ist nicht,banana,Banane,food,soft,weich,0.76,4,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
2,size,ist ,apple,Apfel,food,small,klein,0.78,5,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
3,size,ist ,couch,Couch,furniture,tiny,winzig,0.78,6,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
4,size,ist nicht,cheese,K&auml;se,food,huge,riesig,0.79,7,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
5,color,ist ,couch,Couch,furniture,red,rot,0.14,8,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
6,color,ist nicht,couch,Couch,furniture,purple,purpur,0.16,9,Deutsch,35,Male,1,"Die Aufgabenstellungen wurden nicht komplett richtig übersetzt, was bei einigen Studienteilnehmern zu missverständnissen führen könnte. ",Chrome,Windows,864,1536,11.064016666666667,42,Yes
